timestamp,forecasted_temp,forecasted_humidity,forecasted_weather_code
2024-07-27 20:00:00+00:00,19.0995,68.0,2.0
2024-07-27 21:00:00+00:00,18.2495,71.0,0.0
2024-07-27 22:00:00+00:00,17.2495,74.0,1.0
2024-07-27 23:00:00+00:00,16.5495,75.0,1.0
2024-07-28 00:00:00+00:00,15.7994995,78.0,0.0
2024-07-28 01:00:00+00:00,15.1495,81.0,0.0
2024-07-28 02:00:00+00:00,14.5995,83.0,1.0
2024-07-28 03:00:00+00:00,14.2495,84.0,1.0
2024-07-28 04:00:00+00:00,13.8495,85.0,1.0
2024-07-28 05:00:00+00:00,13.7994995,85.0,1.0
2024-07-28 06:00:00+00:00,14.3495,84.0,3.0
2024-07-28 07:00:00+00:00,15.8495,79.0,0.0
2024-07-28 08:00:00+00:00,17.9995,71.0,0.0
2024-07-28 09:00:00+00:00,19.9995,64.0,0.0
2024-07-28 10:00:00+00:00,21.6495,57.0,3.0
2024-07-28 11:00:00+00:00,23.0995,50.0,3.0
2024-07-28 12:00:00+00:00,24.2495,45.0,3.0
2024-07-28 13:00:00+00:00,24.9995,43.0,3.0
2024-07-28 14:00:00+00:00,25.3495,42.0,3.0
2024-07-28 15:00:00+00:00,25.4495,42.0,3.0
2024-07-28 16:00:00+00:00,25.1995,43.0,3.0
2024-07-28 17:00:00+00:00,24.5995,44.0,3.0
2024-07-28 18:00:00+00:00,23.7995,47.0,3.0
2024-07-28 19:00:00+00:00,22.6995,53.0,2.0
2024-07-28 20:00:00+00:00,21.3995,60.0,2.0
2024-07-28 21:00:00+00:00,20.1995,67.0,2.0
2024-07-28 22:00:00+00:00,19.2995,72.0,0.0
2024-07-28 23:00:00+00:00,18.4995,75.0,0.0
2024-07-29 00:00:00+00:00,17.8495,78.0,0.0
2024-07-29 01:00:00+00:00,17.2495,80.0,0.0
2024-07-29 02:00:00+00:00,16.7495,81.0,0.0
2024-07-29 03:00:00+00:00,16.4495,81.0,0.0
2024-07-29 04:00:00+00:00,16.1995,82.0,0.0
2024-07-29 05:00:00+00:00,16.1495,82.0,0.0
2024-07-29 06:00:00+00:00,16.6495,80.0,0.0
2024-07-29 07:00:00+00:00,18.0995,74.0,0.0
2024-07-29 08:00:00+00:00,20.1495,67.0,0.0
2024-07-29 09:00:00+00:00,22.0495,60.0,0.0
2024-07-29 10:00:00+00:00,23.6995,55.0,0.0
2024-07-29 11:00:00+00:00,25.2495,50.0,0.0
2024-07-29 12:00:00+00:00,26.4995,47.0,0.0
2024-07-29 13:00:00+00:00,27.4495,44.0,0.0
2024-07-29 14:00:00+00:00,28.1495,43.0,0.0
2024-07-29 15:00:00+00:00,28.4995,42.0,0.0
2024-07-29 16:00:00+00:00,28.4995,42.0,0.0
2024-07-29 17:00:00+00:00,28.1495,42.0,0.0
2024-07-29 18:00:00+00:00,27.4995,45.0,0.0
2024-07-29 19:00:00+00:00,26.2995,51.0,0.0
2024-07-29 20:00:00+00:00,24.7495,60.0,0.0
2024-07-29 21:00:00+00:00,23.3995,67.0,0.0
2024-07-29 22:00:00+00:00,22.2995,72.0,0.0
2024-07-29 23:00:00+00:00,21.3995,76.0,0.0
2024-07-30 00:00:00+00:00,20.7495,78.0,0.0
2024-07-30 01:00:00+00:00,20.1995,80.0,0.0
2024-07-30 02:00:00+00:00,19.4495,82.0,0.0
2024-07-30 03:00:00+00:00,18.9495,84.0,0.0
2024-07-30 04:00:00+00:00,18.4995,85.0,0.0
2024-07-30 05:00:00+00:00,18.2495,85.0,0.0
2024-07-30 06:00:00+00:00,18.6995,83.0,0.0
2024-07-30 07:00:00+00:00,20.2995,76.0,0.0
2024-07-30 08:00:00+00:00,22.5995,67.0,0.0
2024-07-30 09:00:00+00:00,24.6995,59.0,0.0
2024-07-30 10:00:00+00:00,26.3495,53.0,0.0
2024-07-30 11:00:00+00:00,27.7995,49.0,0.0
2024-07-30 12:00:00+00:00,28.9495,45.0,0.0
2024-07-30 13:00:00+00:00,29.8495,42.0,0.0
2024-07-30 14:00:00+00:00,30.3995,40.0,0.0
2024-07-30 15:00:00+00:00,30.6995,39.0,0.0
2024-07-30 16:00:00+00:00,30.6495,38.0,0.0
2024-07-30 17:00:00+00:00,30.2995,38.0,0.0
2024-07-30 18:00:00+00:00,29.5495,40.0,0.0
2024-07-30 19:00:00+00:00,28.1995,46.0,0.0
2024-07-30 20:00:00+00:00,26.3995,54.0,0.0
2024-07-30 21:00:00+00:00,24.8995,61.0,0.0
2024-07-30 22:00:00+00:00,23.8995,65.0,2.0
2024-07-30 23:00:00+00:00,23.1495,68.0,2.0
2024-07-31 00:00:00+00:00,22.4495,70.0,2.0
2024-07-31 01:00:00+00:00,21.7495,72.0,2.0
2024-07-31 02:00:00+00:00,21.1495,74.0,2.0
2024-07-31 03:00:00+00:00,20.7495,75.0,2.0
2024-07-31 04:00:00+00:00,20.5495,75.0,3.0
2024-07-31 05:00:00+00:00,20.5495,74.0,3.0
2024-07-31 06:00:00+00:00,20.8995,72.0,3.0
2024-07-31 07:00:00+00:00,21.7495,70.0,3.0
2024-07-31 08:00:00+00:00,22.9495,68.0,3.0
2024-07-31 09:00:00+00:00,24.1495,66.0,3.0
2024-07-31 10:00:00+00:00,25.3495,63.0,3.0
2024-07-31 11:00:00+00:00,26.5995,60.0,3.0
2024-07-31 12:00:00+00:00,27.6995,57.0,3.0
2024-07-31 13:00:00+00:00,28.6995,55.0,3.0
2024-07-31 14:00:00+00:00,29.5495,53.0,3.0
2024-07-31 15:00:00+00:00,29.9495,53.0,3.0
2024-07-31 16:00:00+00:00,29.7995,54.0,3.0
2024-07-31 17:00:00+00:00,29.1995,56.0,3.0
2024-07-31 18:00:00+00:00,28.3495,60.0,3.0
2024-07-31 19:00:00+00:00,27.1495,66.0,3.0
2024-07-31 20:00:00+00:00,25.7495,74.0,3.0
2024-07-31 21:00:00+00:00,24.4995,80.0,3.0
2024-07-31 22:00:00+00:00,23.6995,82.0,0.0
2024-07-31 23:00:00+00:00,23.0995,81.0,0.0
